State (FIPS Code),County of current residence,Census Tract,Block Group,Qualifying Name,FIPS,Civilian Population in Labor Force 16 Years and Over:,Civilian Population in Labor Force 16 Years and Over: Employed,Civilian Population in Labor Force 16 Years and Over: Unemployed,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level
Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_QName,Geo_FIPS,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
09,001,072500,3,"Block Group 3, Census Tract 725, Fairfield County, Connecticut",090010725003,244,244,0,436,0,135,123,163,15,0,0,741,741,392,81,0,0,0,0,268,741,550,273,48,0,0,0,0,229,191,119,33,0,0,0,0,39,,,
09,001,072500,4,"Block Group 4, Census Tract 725, Fairfield County, Connecticut",090010725004,998,913,85,1050,87,475,203,199,59,11,16,1602,1602,839,601,0,0,0,140,22,1602,941,441,338,0,0,0,140,22,661,398,263,0,0,0,0,0,,,
09,001,072600,1,"Block Group 1, Census Tract 726, Fairfield County, Connecticut",090010726001,407,407,0,504,136,188,121,43,16,0,0,691,691,262,116,0,177,0,99,37,691,545,215,116,0,177,0,0,37,146,47,0,0,0,0,99,0,,,
09,001,072600,2,"Block Group 2, Census Tract 726, Fairfield County, Connecticut",090010726002,611,539,72,829,151,238,297,81,62,0,0,1238,1238,528,181,0,273,0,39,217,1238,1024,500,181,0,273,0,0,70,214,28,0,0,0,0,39,147,,,
09,001,072600,3,"Block Group 3, Census Tract 726, Fairfield County, Connecticut",090010726003,1805,1706,99,1962,136,657,325,727,92,10,15,2745,2745,1491,1049,87,73,0,20,25,2745,1911,985,868,0,58,0,0,0,834,506,181,87,15,0,20,25,,,
09,001,072600,4,"Block Group 4, Census Tract 726, Fairfield County, Connecticut",090010726004,775,654,121,584,57,175,83,177,50,42,0,1682,1682,1258,145,0,172,0,85,22,1682,1605,1181,145,0,172,0,85,22,77,77,0,0,0,0,0,0,,,
09,001,072600,5,"Block Group 5, Census Tract 726, Fairfield County, Connecticut",090010726005,699,564,135,953,176,200,295,129,136,2,15,1320,1320,912,287,0,7,0,92,22,1320,1122,865,229,0,7,0,0,21,198,47,58,0,0,0,92,1,,,
09,001,072700,1,"Block Group 1, Census Tract 727, Fairfield County, Connecticut",090010727001,802,721,81,1030,0,468,212,87,108,0,155,1318,1318,388,665,0,0,0,90,175,1318,1071,351,665,0,0,0,31,24,247,37,0,0,0,0,59,151,,,
09,001,072700,2,"Block Group 2, Census Tract 727, Fairfield County, Connecticut",090010727002,851,821,30,1005,101,399,218,82,193,12,0,1589,1589,569,494,0,187,0,261,78,1589,960,263,494,0,187,0,0,16,629,306,0,0,0,0,261,62,,,
09,001,072700,3,"Block Group 3, Census Tract 727, Fairfield County, Connecticut",090010727003,546,465,81,773,133,58,187,252,143,0,0,1013,1013,471,374,0,0,0,167,1,1013,799,396,344,0,0,0,58,1,214,75,30,0,0,0,109,0,,,
09,001,072800,1,"Block Group 1, Census Tract 728, Fairfield County, Connecticut",090010728001,554,493,61,705,143,241,139,127,38,17,0,915,915,368,428,0,0,0,10,109,915,620,116,428,0,0,0,0,76,295,252,0,0,0,0,10,33,,,
09,001,072800,2,"Block Group 2, Census Tract 728, Fairfield County, Connecticut",090010728002,840,790,50,1055,73,493,278,98,39,0,74,1433,1433,207,1163,0,0,0,22,41,1433,1286,123,1163,0,0,0,0,0,147,84,0,0,0,0,22,41,,,
09,001,072800,3,"Block Group 3, Census Tract 728, Fairfield County, Connecticut",090010728003,1330,1109,221,1719,448,678,418,131,44,0,0,2946,2946,734,980,55,0,0,1109,68,2946,1159,31,971,10,0,0,117,30,1787,703,9,45,0,0,992,38,,,
09,001,072800,4,"Block Group 4, Census Tract 728, Fairfield County, Connecticut",090010728004,321,317,4,486,189,201,46,50,0,0,0,601,601,35,294,0,0,0,9,263,601,373,35,294,0,0,0,0,44,228,0,0,0,0,0,9,219,,,
09,001,072900,1,"Block Group 1, Census Tract 729, Fairfield County, Connecticut",090010729001,766,748,18,935,73,320,327,139,57,13,6,1378,1378,253,741,0,7,0,144,233,1378,962,173,741,0,7,0,0,41,416,80,0,0,0,0,144,192,,,
09,001,072900,2,"Block Group 2, Census Tract 729, Fairfield County, Connecticut",090010729002,1163,1004,159,1173,169,519,280,91,114,0,0,1863,1863,666,1036,12,0,0,132,17,1863,1372,260,1036,12,0,0,64,0,491,406,0,0,0,0,68,17,,,
09,001,072900,3,"Block Group 3, Census Tract 729, Fairfield County, Connecticut",090010729003,955,819,136,965,122,497,253,83,10,0,0,1528,1528,123,869,0,232,0,304,0,1528,1164,63,869,0,232,0,0,0,364,60,0,0,0,0,304,0,,,
09,001,073000,1,"Block Group 1, Census Tract 730, Fairfield County, Connecticut",090010730001,999,935,64,1465,223,458,484,197,82,10,11,1987,1987,740,616,42,0,0,464,125,1987,1047,407,599,12,0,0,10,19,940,333,17,30,0,0,454,106,,,
09,001,073100,1,"Block Group 1, Census Tract 731, Fairfield County, Connecticut",090010731001,1234,1185,49,1440,28,562,385,268,181,16,0,2079,2079,968,572,0,114,0,137,288,2079,1240,519,549,0,114,0,0,58,839,449,23,0,0,0,137,230,,,
09,001,073100,2,"Block Group 2, Census Tract 731, Fairfield County, Connecticut",090010731002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,073100,3,"Block Group 3, Census Tract 731, Fairfield County, Connecticut",090010731003,1308,1135,173,1760,149,649,481,355,106,20,0,2259,2259,547,507,0,0,59,487,659,2259,881,279,485,0,0,59,0,58,1378,268,22,0,0,0,487,601,,,
09,001,073100,4,"Block Group 4, Census Tract 731, Fairfield County, Connecticut",090010731004,114,104,10,189,51,18,49,41,0,0,30,261,261,0,79,0,126,0,56,0,261,205,0,79,0,126,0,0,0,56,0,0,0,0,0,56,0,,,
09,001,073200,1,"Block Group 1, Census Tract 732, Fairfield County, Connecticut",090010732001,938,823,115,1363,306,437,438,133,49,0,0,1959,1959,1080,381,0,112,0,337,49,1959,955,461,371,0,112,0,0,11,1004,619,10,0,0,0,337,38,,,
09,001,073200,2,"Block Group 2, Census Tract 732, Fairfield County, Connecticut",090010732002,776,767,9,1684,680,351,379,155,53,66,0,2202,2202,1096,668,0,0,0,228,210,2202,1013,211,668,0,0,0,39,95,1189,885,0,0,0,0,189,115,,,
09,001,073300,1,"Block Group 1, Census Tract 733, Fairfield County, Connecticut",090010733001,910,824,86,1252,391,296,435,74,33,0,23,1841,1841,241,1032,0,0,0,532,36,1841,874,49,822,0,0,0,0,3,967,192,210,0,0,0,532,33,,,
09,001,073300,2,"Block Group 2, Census Tract 733, Fairfield County, Connecticut",090010733002,494,460,34,661,39,124,247,226,25,0,0,912,912,313,378,0,20,0,172,29,912,568,170,378,0,20,0,0,0,344,143,0,0,0,0,172,29,,,
09,001,073300,3,"Block Group 3, Census Tract 733, Fairfield County, Connecticut",090010733003,468,445,23,592,117,194,150,106,3,12,10,848,848,329,224,0,36,0,186,73,848,467,205,224,0,36,0,0,2,381,124,0,0,0,0,186,71,,,
09,001,073400,1,"Block Group 1, Census Tract 734, Fairfield County, Connecticut",090010734001,1121,1062,59,1161,169,549,332,62,49,0,0,2174,2174,205,1340,22,13,0,543,51,2174,1314,93,1208,0,13,0,0,0,860,112,132,22,0,0,543,51,,,
09,001,073400,2,"Block Group 2, Census Tract 734, Fairfield County, Connecticut",090010734002,726,619,107,699,234,207,135,115,0,8,0,1005,1005,638,218,0,0,0,133,16,1005,297,79,218,0,0,0,0,0,708,559,0,0,0,0,133,16,,,
09,001,073400,3,"Block Group 3, Census Tract 734, Fairfield County, Connecticut",090010734003,426,359,67,520,109,235,137,20,19,0,0,666,666,62,311,0,1,0,228,64,666,414,23,311,0,1,0,26,53,252,39,0,0,0,0,202,11,,,
09,001,073500,1,"Block Group 1, Census Tract 735, Fairfield County, Connecticut",090010735001,876,830,46,935,388,386,99,34,28,0,0,1736,1736,433,371,0,0,0,799,133,1736,430,41,371,0,0,0,0,18,1306,392,0,0,0,0,799,115,,,
09,001,073500,2,"Block Group 2, Census Tract 735, Fairfield County, Connecticut",090010735002,453,422,31,496,201,128,139,28,0,0,0,895,895,316,277,0,0,0,274,28,895,247,10,236,0,0,0,0,1,648,306,41,0,0,0,274,27,,,
09,001,073500,3,"Block Group 3, Census Tract 735, Fairfield County, Connecticut",090010735003,466,447,19,703,243,195,195,70,0,0,0,1023,1023,293,305,0,15,0,257,153,1023,430,43,296,0,0,0,0,91,593,250,9,0,15,0,257,62,,,
09,001,073600,1,"Block Group 1, Census Tract 736, Fairfield County, Connecticut",090010736001,478,410,68,551,175,196,91,66,5,18,0,834,834,317,187,0,44,0,274,12,834,214,0,170,0,44,0,0,0,620,317,17,0,0,0,274,12,,,
09,001,073600,2,"Block Group 2, Census Tract 736, Fairfield County, Connecticut",090010736002,734,633,101,835,273,317,210,35,0,0,0,1341,1341,576,354,0,0,0,216,195,1341,528,129,354,0,0,0,0,45,813,447,0,0,0,0,216,150,,,
09,001,073700,1,"Block Group 1, Census Tract 737, Fairfield County, Connecticut",090010737001,308,293,15,420,50,263,43,64,0,0,0,510,510,167,239,0,0,0,102,2,510,292,52,239,0,0,0,0,1,218,115,0,0,0,0,102,1,,,
09,001,073700,2,"Block Group 2, Census Tract 737, Fairfield County, Connecticut",090010737002,820,773,47,934,320,250,258,106,0,0,0,1447,1447,353,567,0,0,0,445,82,1447,704,183,512,0,0,0,0,9,743,170,55,0,0,0,445,73,,,
09,001,073700,3,"Block Group 3, Census Tract 737, Fairfield County, Connecticut",090010737003,313,299,14,508,91,181,167,34,0,35,0,698,698,252,174,0,12,0,223,37,698,341,123,174,0,12,0,0,32,357,129,0,0,0,0,223,5,,,
09,001,073700,4,"Block Group 4, Census Tract 737, Fairfield County, Connecticut",090010737004,789,659,130,951,330,184,367,15,41,1,13,1559,1559,233,1091,0,27,0,164,44,1559,895,122,731,0,27,0,0,15,664,111,360,0,0,0,164,29,,,
09,001,073700,5,"Block Group 5, Census Tract 737, Fairfield County, Connecticut",090010737005,157,157,0,346,172,145,12,5,12,0,0,402,402,117,88,0,0,0,119,78,402,102,14,88,0,0,0,0,0,300,103,0,0,0,0,119,78,,,
09,001,073800,1,"Block Group 1, Census Tract 738, Fairfield County, Connecticut",090010738001,440,372,68,668,243,222,138,49,0,16,0,1155,1155,154,351,0,143,0,438,69,1155,398,32,336,0,30,0,0,0,757,122,15,0,113,0,438,69,,,
09,001,073800,2,"Block Group 2, Census Tract 738, Fairfield County, Connecticut",090010738002,389,358,31,592,151,225,175,41,0,0,0,742,742,203,265,0,0,34,169,71,742,358,87,256,0,0,0,15,0,384,116,9,0,0,34,154,71,,,
09,001,073900,1,"Block Group 1, Census Tract 739, Fairfield County, Connecticut",090010739001,122,122,0,201,23,82,76,20,0,0,0,306,306,143,34,0,0,0,129,0,306,34,0,34,0,0,0,0,0,272,143,0,0,0,0,129,0,,,
09,001,073900,2,"Block Group 2, Census Tract 739, Fairfield County, Connecticut",090010739002,539,380,159,589,73,192,231,93,0,0,0,1289,1289,48,905,0,0,0,253,83,1289,921,16,905,0,0,0,0,0,368,32,0,0,0,0,253,83,,,
09,001,073900,3,"Block Group 3, Census Tract 739, Fairfield County, Connecticut",090010739003,306,286,20,671,192,354,77,48,0,0,0,1059,1059,159,312,0,0,0,549,39,1059,272,19,253,0,0,0,0,0,787,140,59,0,0,0,549,39,,,
09,001,073900,4,"Block Group 4, Census Tract 739, Fairfield County, Connecticut",090010739004,825,732,93,817,458,219,140,0,0,0,0,1414,1414,403,301,0,154,0,358,198,1414,629,298,250,0,81,0,0,0,785,105,51,0,73,0,358,198,,,
09,001,074000,1,"Block Group 1, Census Tract 740, Fairfield County, Connecticut",090010740001,580,542,38,714,198,315,129,42,14,0,16,1257,1257,113,406,0,0,0,522,216,1257,642,61,397,0,0,0,13,171,615,52,9,0,0,0,509,45,,,
09,001,074000,2,"Block Group 2, Census Tract 740, Fairfield County, Connecticut",090010740002,459,436,23,584,187,196,152,36,8,5,0,968,968,333,285,0,18,0,315,17,968,174,17,139,0,18,0,0,0,794,316,146,0,0,0,315,17,,,
09,001,074300,1,"Block Group 1, Census Tract 743, Fairfield County, Connecticut",090010743001,493,436,57,628,148,195,180,61,44,0,0,982,982,64,534,18,30,0,171,165,982,733,43,534,18,30,0,13,95,249,21,0,0,0,0,158,70,,,
09,001,074300,2,"Block Group 2, Census Tract 743, Fairfield County, Connecticut",090010743002,403,281,122,421,85,155,91,82,8,0,0,954,954,219,542,0,0,0,152,41,954,583,41,542,0,0,0,0,0,371,178,0,0,0,0,152,41,,,
09,001,074300,3,"Block Group 3, Census Tract 743, Fairfield County, Connecticut",090010743003,572,552,20,742,343,227,129,0,27,16,0,1727,1727,211,266,0,241,0,959,50,1727,504,7,241,0,241,0,0,15,1223,204,25,0,0,0,959,35,,,
09,001,074300,4,"Block Group 4, Census Tract 743, Fairfield County, Connecticut",090010743004,493,423,70,584,138,247,169,28,2,0,0,1227,1227,13,866,17,40,0,282,9,1227,891,13,821,17,40,0,0,0,336,0,45,0,0,0,282,9,,,
09,001,074400,1,"Block Group 1, Census Tract 744, Fairfield County, Connecticut",090010744001,539,421,118,688,213,173,202,28,45,8,19,1152,1152,140,643,0,0,0,235,134,1152,659,0,579,0,0,0,16,64,493,140,64,0,0,0,219,70,,,
09,001,074400,2,"Block Group 2, Census Tract 744, Fairfield County, Connecticut",090010744002,1015,998,17,1215,239,472,355,107,42,0,0,1899,1899,196,952,0,43,0,553,155,1899,1131,59,952,0,43,0,0,77,768,137,0,0,0,0,553,78,,,
09,001,074400,3,"Block Group 3, Census Tract 744, Fairfield County, Connecticut",090010744003,909,860,49,1131,128,644,292,5,62,0,0,1621,1621,161,665,0,69,0,390,336,1621,767,39,638,0,69,0,0,21,854,122,27,0,0,0,390,315,,,
09,001,080100,1,"Block Group 1, Census Tract 801, Fairfield County, Connecticut",090010801001,388,388,0,619,76,158,267,56,43,9,10,903,903,485,220,0,4,0,29,165,903,512,256,220,0,4,0,0,32,391,229,0,0,0,0,29,133,,,
09,001,080100,2,"Block Group 2, Census Tract 801, Fairfield County, Connecticut",090010801002,1371,1176,195,1597,250,453,486,341,67,0,0,2306,2306,812,1015,0,248,0,53,178,2306,1849,543,1015,0,248,0,0,43,457,269,0,0,0,0,53,135,,,
09,001,080100,3,"Block Group 3, Census Tract 801, Fairfield County, Connecticut",090010801003,583,510,73,663,163,163,162,130,45,0,0,941,941,365,385,0,0,0,52,139,941,471,86,385,0,0,0,0,0,470,279,0,0,0,0,52,139,,,
09,001,080100,4,"Block Group 4, Census Tract 801, Fairfield County, Connecticut",090010801004,701,647,54,893,285,315,163,88,42,0,0,1164,1164,636,142,0,19,57,197,113,1164,867,590,142,0,19,57,0,59,297,46,0,0,0,0,197,54,,,
09,001,080200,1,"Block Group 1, Census Tract 802, Fairfield County, Connecticut",090010802001,1039,1006,33,1230,192,319,310,279,87,43,0,1826,1826,819,557,15,0,0,308,127,1826,1188,595,557,15,0,0,0,21,638,224,0,0,0,0,308,106,,,
09,001,080200,2,"Block Group 2, Census Tract 802, Fairfield County, Connecticut",090010802002,753,710,43,924,46,514,263,52,12,25,12,1232,1232,225,414,0,0,0,521,72,1232,630,212,377,0,0,0,0,41,602,13,37,0,0,0,521,31,,,
09,001,080200,3,"Block Group 3, Census Tract 802, Fairfield County, Connecticut",090010802003,696,568,128,688,173,344,113,30,28,0,0,1248,1248,507,212,0,0,0,295,234,1248,467,255,212,0,0,0,0,0,781,252,0,0,0,0,295,234,,,
09,001,080400,1,"Block Group 1, Census Tract 804, Fairfield County, Connecticut",090010804001,886,840,46,1040,103,431,193,254,59,0,0,1545,1545,463,926,0,0,0,101,55,1545,1219,426,793,0,0,0,0,0,326,37,133,0,0,0,101,55,,,
09,001,080400,2,"Block Group 2, Census Tract 804, Fairfield County, Connecticut",090010804002,1588,1505,83,1720,138,597,473,377,135,0,0,2831,2831,1002,1310,0,0,0,421,98,2831,1959,578,1310,0,0,0,0,71,872,424,0,0,0,0,421,27,,,
09,001,080400,3,"Block Group 3, Census Tract 804, Fairfield County, Connecticut",090010804003,729,700,29,980,270,309,261,88,52,0,0,1637,1637,434,1018,0,0,0,167,18,1637,1005,33,972,0,0,0,0,0,632,401,46,0,0,0,167,18,,,
09,001,080500,1,"Block Group 1, Census Tract 805, Fairfield County, Connecticut",090010805001,833,813,20,1358,76,504,310,290,130,26,22,1578,1578,1418,54,0,43,0,0,63,1578,1435,1315,54,0,43,0,0,23,143,103,0,0,0,0,0,40,,,
09,001,080500,2,"Block Group 2, Census Tract 805, Fairfield County, Connecticut",090010805002,961,935,26,1326,10,205,295,423,260,55,78,1613,1613,1553,0,0,40,0,0,20,1613,1589,1541,0,0,40,0,0,8,24,12,0,0,0,0,0,12,,,
09,001,080600,1,"Block Group 1, Census Tract 806, Fairfield County, Connecticut",090010806001,767,709,58,887,16,125,350,176,140,63,17,1051,1051,709,309,0,17,0,0,16,1051,812,486,301,0,17,0,0,8,239,223,8,0,0,0,0,8,,,
09,001,080600,2,"Block Group 2, Census Tract 806, Fairfield County, Connecticut",090010806002,1207,1121,86,1346,44,502,449,215,117,19,0,1679,1679,1423,192,0,18,0,15,31,1679,1475,1307,135,0,18,0,15,0,204,116,57,0,0,0,0,31,,,
09,001,080700,1,"Block Group 1, Census Tract 807, Fairfield County, Connecticut",090010807001,500,488,12,641,43,106,215,147,110,20,0,872,872,649,150,0,3,0,29,41,872,795,633,150,0,3,0,4,5,77,16,0,0,0,0,25,36,,,
09,001,080700,2,"Block Group 2, Census Tract 807, Fairfield County, Connecticut",090010807002,586,558,28,754,82,207,233,158,74,0,0,996,996,586,252,0,17,0,122,19,996,834,563,252,0,12,0,0,7,162,23,0,0,5,0,122,12,,,
09,001,080800,1,"Block Group 1, Census Tract 808, Fairfield County, Connecticut",090010808001,403,386,17,641,48,213,185,118,77,0,0,814,814,530,276,0,8,0,0,0,814,777,511,258,0,8,0,0,0,37,19,18,0,0,0,0,0,,,
09,001,080800,2,"Block Group 2, Census Tract 808, Fairfield County, Connecticut",090010808002,274,197,77,512,16,142,193,89,53,19,0,533,533,480,22,0,31,0,0,0,533,533,480,22,0,31,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,080800,3,"Block Group 3, Census Tract 808, Fairfield County, Connecticut",090010808003,743,695,48,761,0,155,121,345,114,26,0,1233,1233,1036,103,0,0,0,85,9,1233,1073,961,103,0,0,0,0,9,160,75,0,0,0,0,85,0,,,
09,001,080800,4,"Block Group 4, Census Tract 808, Fairfield County, Connecticut",090010808004,517,498,19,699,103,161,146,110,108,65,6,1035,1035,828,198,0,0,0,0,9,1035,968,770,198,0,0,0,0,0,67,58,0,0,0,0,0,9,,,
09,001,080800,5,"Block Group 5, Census Tract 808, Fairfield County, Connecticut",090010808005,660,643,17,736,26,236,224,161,89,0,0,1053,1053,850,47,0,0,0,122,34,1053,762,707,37,0,0,0,0,18,291,143,10,0,0,0,122,16,,,
09,001,080900,1,"Block Group 1, Census Tract 809, Fairfield County, Connecticut",090010809001,717,641,76,924,141,319,285,147,22,10,0,1317,1317,744,426,0,18,0,36,93,1317,1116,702,364,0,18,0,0,32,201,42,62,0,0,0,36,61,,,
09,001,080900,2,"Block Group 2, Census Tract 809, Fairfield County, Connecticut",090010809002,622,612,10,695,48,196,290,37,107,9,8,1171,1171,765,5,0,0,0,9,392,1171,950,582,5,0,0,0,9,354,221,183,0,0,0,0,0,38,,,
09,001,080900,3,"Block Group 3, Census Tract 809, Fairfield County, Connecticut",090010809003,739,717,22,1021,131,383,222,225,60,0,0,1557,1557,1163,319,0,0,0,75,0,1557,1292,973,319,0,0,0,0,0,265,190,0,0,0,0,75,0,,,
09,001,080900,4,"Block Group 4, Census Tract 809, Fairfield County, Connecticut",090010809004,484,478,6,658,66,212,205,146,24,0,5,996,996,689,154,0,8,0,132,13,996,792,630,154,0,8,0,0,0,204,59,0,0,0,0,132,13,,,
09,001,081000,1,"Block Group 1, Census Tract 810, Fairfield County, Connecticut",090010810001,928,767,161,1094,198,264,276,131,182,40,3,1492,1492,974,269,0,0,0,161,88,1492,1009,754,224,0,0,0,0,31,483,220,45,0,0,0,161,57,,,
09,001,081000,2,"Block Group 2, Census Tract 810, Fairfield County, Connecticut",090010810002,477,477,0,622,34,232,231,95,24,0,6,767,767,680,72,0,0,0,0,15,767,734,647,72,0,0,0,0,15,33,33,0,0,0,0,0,0,,,
09,001,081000,3,"Block Group 3, Census Tract 810, Fairfield County, Connecticut",090010810003,1014,943,71,1375,147,496,508,185,20,19,0,2296,2296,1423,645,0,0,0,86,142,2296,2003,1266,610,0,0,0,0,127,293,157,35,0,0,0,86,15,,,
09,001,081100,1,"Block Group 1, Census Tract 811, Fairfield County, Connecticut",090010811001,768,678,90,1105,88,430,294,166,114,7,6,1451,1451,1200,0,0,0,0,113,138,1451,1007,1003,0,0,0,0,0,4,444,197,0,0,0,0,113,134,,,
09,001,081100,2,"Block Group 2, Census Tract 811, Fairfield County, Connecticut",090010811002,761,753,8,1021,43,297,267,168,214,32,0,1292,1292,948,119,0,0,0,118,107,1292,1063,940,113,0,0,0,0,10,229,8,6,0,0,0,118,97,,,
09,001,081100,3,"Block Group 3, Census Tract 811, Fairfield County, Connecticut",090010811003,1263,1197,66,1484,46,462,464,360,127,17,8,2068,2068,1311,405,0,0,0,135,217,2068,1574,1172,402,0,0,0,0,0,494,139,3,0,0,0,135,217,,,
09,001,081200,1,"Block Group 1, Census Tract 812, Fairfield County, Connecticut",090010812001,803,803,0,1237,65,278,372,164,247,77,34,1661,1661,1425,83,0,4,0,9,140,1661,1437,1305,83,0,4,0,0,45,224,120,0,0,0,0,9,95,,,
09,001,081200,2,"Block Group 2, Census Tract 812, Fairfield County, Connecticut",090010812002,761,724,37,902,51,146,236,269,167,22,11,1189,1189,933,147,0,0,0,103,6,1189,1073,926,147,0,0,0,0,0,116,7,0,0,0,0,103,6,,,
09,001,081200,3,"Block Group 3, Census Tract 812, Fairfield County, Connecticut",090010812003,994,847,147,1056,30,62,308,455,178,8,15,1438,1438,1236,162,0,27,0,0,13,1438,1426,1231,162,0,27,0,0,6,12,5,0,0,0,0,0,7,,,
09,001,081200,4,"Block Group 4, Census Tract 812, Fairfield County, Connecticut",090010812004,366,339,27,505,24,205,106,95,48,27,0,667,667,427,37,5,0,0,187,11,667,518,402,37,0,0,0,76,3,149,25,0,5,0,0,111,8,,,
09,001,081300,1,"Block Group 1, Census Tract 813, Fairfield County, Connecticut",090010813001,637,505,132,1425,56,181,430,392,298,33,35,1785,1785,1445,29,0,58,0,53,200,1785,1640,1429,29,0,58,0,0,124,145,16,0,0,0,0,53,76,,,
09,001,081300,2,"Block Group 2, Census Tract 813, Fairfield County, Connecticut",090010813002,412,361,51,756,40,173,151,265,87,14,26,880,880,680,14,0,177,0,9,0,880,871,680,14,0,177,0,0,0,9,0,0,0,0,0,9,0,,,
09,001,081300,3,"Block Group 3, Census Tract 813, Fairfield County, Connecticut",090010813003,378,368,10,896,18,240,239,126,175,73,25,1001,1001,962,0,0,0,0,0,39,1001,1001,962,0,0,0,0,0,39,0,0,0,0,0,0,0,0,,,
09,001,081300,4,"Block Group 4, Census Tract 813, Fairfield County, Connecticut",090010813004,737,661,76,847,2,176,217,303,83,66,0,1242,1242,1148,80,0,0,0,0,14,1242,1093,1013,80,0,0,0,0,0,149,135,0,0,0,0,0,14,,,
09,001,090100,1,"Block Group 1, Census Tract 901, Fairfield County, Connecticut",090010901001,855,784,71,1146,122,194,206,330,175,74,45,1588,1588,1531,0,0,37,0,0,20,1588,1523,1478,0,0,37,0,0,8,65,53,0,0,0,0,0,12,,,
09,001,090100,2,"Block Group 2, Census Tract 901, Fairfield County, Connecticut",090010901002,632,607,25,1172,129,72,152,388,329,83,19,1660,1660,1117,197,0,232,0,0,114,1660,1558,1117,197,0,232,0,0,12,102,0,0,0,0,0,0,102,,,
09,001,090200,1,"Block Group 1, Census Tract 902, Fairfield County, Connecticut",090010902001,742,733,9,959,45,240,253,273,133,0,15,1160,1160,1100,0,0,32,0,28,0,1160,1132,1072,0,0,32,0,28,0,28,28,0,0,0,0,0,0,,,
09,001,090200,2,"Block Group 2, Census Tract 902, Fairfield County, Connecticut",090010902002,596,583,13,934,47,110,101,366,227,52,31,1359,1359,1083,0,0,243,0,0,33,1359,1276,1000,0,0,243,0,0,33,83,83,0,0,0,0,0,0,,,
09,001,090200,3,"Block Group 3, Census Tract 902, Fairfield County, Connecticut",090010902003,1209,1134,75,1629,37,301,383,429,465,0,14,2530,2530,2009,67,0,265,0,0,189,2530,2322,1848,67,0,265,0,0,142,208,161,0,0,0,0,0,47,,,
09,001,090200,4,"Block Group 4, Census Tract 902, Fairfield County, Connecticut",090010902004,690,630,60,863,162,230,108,188,168,0,7,1142,1142,961,156,0,1,0,1,23,1142,1091,934,156,0,1,0,0,0,51,27,0,0,0,0,1,23,,,
09,001,090200,5,"Block Group 5, Census Tract 902, Fairfield County, Connecticut",090010902005,470,424,46,547,4,126,167,162,88,0,0,803,803,757,4,0,0,0,23,19,803,780,757,4,0,0,0,0,19,23,0,0,0,0,0,23,0,,,
09,001,090200,6,"Block Group 6, Census Tract 902, Fairfield County, Connecticut",090010902006,305,294,11,485,30,77,151,115,64,14,34,615,615,615,0,0,0,0,0,0,615,615,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
