"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Civilian Population in Labor Force 16 Years and Over:","Civilian Population in Labor Force 16 Years and Over: Employed","Civilian Population in Labor Force 16 Years and Over: Unemployed","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"090010102012","Block Group 2, Census Tract 102.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001454",,,,,"09","001",,,"010201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010102012","Block Group 2",,,,250001,,,,615,9,606,572,492,341,152,28,393,383,10,1069,797,742,6,0,42,0,0,7,272,232,0,0,0,0,0,40
"090010102013","Block Group 3, Census Tract 102.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001455",,,,,"09","001",,,"010201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010102013","Block Group 3",,,,250001,,,,841,37,804,666,600,338,87,8,444,444,0,1312,1184,1085,7,0,72,0,0,20,128,59,7,0,0,0,8,54
"090010102021","Block Group 1, Census Tract 102.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001456",,,,,"09","001",,,"010202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010102021","Block Group 1",,,,250001,,,,719,7,712,690,615,253,26,0,455,438,17,1092,1083,763,0,0,215,0,0,105,9,9,0,0,0,0,0,0
"090010102022","Block Group 2, Census Tract 102.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001457",,,,,"09","001",,,"010202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010102022","Block Group 2",,,,101250,,,,1737,111,1626,1139,965,466,107,42,1534,1378,156,2591,2394,1813,0,11,91,0,41,438,197,82,0,0,0,0,115,0
"090010102023","Block Group 3, Census Tract 102.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001458",,,,,"09","001",,,"010202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010102023","Block Group 3",,,,,,,,781,0,781,710,632,373,95,39,505,488,17,1251,1117,1012,0,0,92,0,0,13,134,84,0,0,0,0,0,50
"090010102024","Block Group 4, Census Tract 102.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001459",,,,,"09","001",,,"010202","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010102024","Block Group 4",,,,250001,,,,554,17,537,467,428,219,89,19,453,444,9,809,687,543,20,0,35,0,0,89,122,122,0,0,0,0,0,0
"090010103001","Block Group 1, Census Tract 103, Fairfield County, Connecticut","ACSSF","ct","150","00","0001460",,,,,"09","001",,,"010300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010103001","Block Group 1",,,,250001,,,,532,0,532,522,495,280,50,25,289,289,0,832,832,707,77,0,11,0,0,37,0,0,0,0,0,0,0,0
"090010103002","Block Group 2, Census Tract 103, Fairfield County, Connecticut","ACSSF","ct","150","00","0001461",,,,,"09","001",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010103002","Block Group 2",,,,250001,,,,1586,21,1565,1520,1332,645,189,28,1153,1153,0,2016,1941,1822,1,0,63,0,0,55,75,62,0,0,0,0,13,0
"090010103003","Block Group 3, Census Tract 103, Fairfield County, Connecticut","ACSSF","ct","150","00","0001462",,,,,"09","001",,,"010300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010103003","Block Group 3",,,,242713,,,,915,25,890,861,799,480,221,28,616,540,76,1289,1237,1026,16,0,150,0,0,45,52,8,0,0,0,0,44,0
"090010104001","Block Group 1, Census Tract 104, Fairfield County, Connecticut","ACSSF","ct","150","00","0001463",,,,,"09","001",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010104001","Block Group 1",,,,167212,,,,1117,30,1087,994,872,386,55,20,867,801,66,1465,1355,1319,0,0,36,0,0,0,110,0,0,0,0,0,0,110
"090010104002","Block Group 2, Census Tract 104, Fairfield County, Connecticut","ACSSF","ct","150","00","0001464",,,,,"09","001",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010104002","Block Group 2",,,,,,,,498,0,498,393,264,134,39,20,397,382,15,745,724,668,0,0,18,0,0,38,21,0,21,0,0,0,0,0
"090010104003","Block Group 3, Census Tract 104, Fairfield County, Connecticut","ACSSF","ct","150","00","0001465",,,,,"09","001",,,"010400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010104003","Block Group 3",,,,74213,,,,813,46,767,427,364,203,67,26,706,574,132,977,864,818,0,0,46,0,0,0,113,29,0,0,0,0,84,0
"090010104004","Block Group 4, Census Tract 104, Fairfield County, Connecticut","ACSSF","ct","150","00","0001466",,,,,"09","001",,,"010400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010104004","Block Group 4",,,,166477,,,,981,64,917,820,522,238,43,0,893,853,40,1305,1281,1096,185,0,0,0,0,0,24,0,0,0,0,0,24,0
"090010104005","Block Group 5, Census Tract 104, Fairfield County, Connecticut","ACSSF","ct","150","00","0001467",,,,,"09","001",,,"010400","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010104005","Block Group 5",,,,198229,,,,814,30,784,620,392,223,36,14,697,697,0,1123,1080,834,0,0,188,0,0,58,43,0,0,0,0,0,43,0
"090010105001","Block Group 1, Census Tract 105, Fairfield County, Connecticut","ACSSF","ct","150","00","0001468",,,,,"09","001",,,"010500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010105001","Block Group 1",,,,95963,,,,1062,100,962,737,536,200,47,0,689,577,112,1418,755,546,30,0,117,0,0,62,663,607,0,0,0,0,56,0
"090010105002","Block Group 2, Census Tract 105, Fairfield County, Connecticut","ACSSF","ct","150","00","0001469",,,,,"09","001",,,"010500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010105002","Block Group 2",,,,130432,,,,636,38,598,339,201,144,16,16,633,633,0,949,693,504,0,0,68,0,53,68,256,69,0,0,0,0,101,86
"090010105003","Block Group 3, Census Tract 105, Fairfield County, Connecticut","ACSSF","ct","150","00","0001470",,,,,"09","001",,,"010500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010105003","Block Group 3",,,,81250,,,,1581,72,1509,1226,788,300,63,18,1422,1178,244,2536,2031,1808,116,0,28,0,47,32,505,330,0,0,0,0,109,66
"090010105004","Block Group 4, Census Tract 105, Fairfield County, Connecticut","ACSSF","ct","150","00","0001471",,,,,"09","001",,,"010500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010105004","Block Group 4",,,,89554,,,,1158,159,999,666,488,224,0,0,1003,1003,0,1575,1151,833,50,0,226,0,0,42,424,261,0,0,0,0,0,163
"090010106001","Block Group 1, Census Tract 106, Fairfield County, Connecticut","ACSSF","ct","150","00","0001472",,,,,"09","001",,,"010600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010106001","Block Group 1",,,,155000,,,,758,1,757,737,644,174,37,6,501,446,55,950,922,615,61,0,152,0,26,68,28,0,8,0,0,0,0,20
"090010106002","Block Group 2, Census Tract 106, Fairfield County, Connecticut","ACSSF","ct","150","00","0001473",,,,,"09","001",,,"010600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010106002","Block Group 2",,,,81923,,,,822,8,814,751,578,349,126,16,546,467,79,992,871,722,59,6,20,0,9,55,121,104,0,0,0,11,0,6
"090010107001","Block Group 1, Census Tract 107, Fairfield County, Connecticut","ACSSF","ct","150","00","0001474",,,,,"09","001",,,"010700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010107001","Block Group 1",,,,54621,,,,627,49,578,398,285,125,10,0,443,397,46,766,642,465,96,0,62,0,0,19,124,106,8,0,0,0,10,0
"090010107002","Block Group 2, Census Tract 107, Fairfield County, Connecticut","ACSSF","ct","150","00","0001475",,,,,"09","001",,,"010700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010107002","Block Group 2",,,,138750,,,,717,16,701,632,564,288,88,15,265,229,36,909,754,658,0,0,68,0,0,28,155,155,0,0,0,0,0,0
"090010107003","Block Group 3, Census Tract 107, Fairfield County, Connecticut","ACSSF","ct","150","00","0001476",,,,,"09","001",,,"010700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010107003","Block Group 3",,,,87788,,,,1041,72,969,831,671,489,170,16,654,572,82,1716,1413,1058,348,0,7,0,0,0,303,24,0,0,0,0,278,1
"090010108001","Block Group 1, Census Tract 108, Fairfield County, Connecticut","ACSSF","ct","150","00","0001477",,,,,"09","001",,,"010800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010108001","Block Group 1",,,,97045,,,,672,62,610,507,440,183,16,0,475,466,9,993,727,656,0,0,35,0,0,36,266,80,0,0,0,0,141,45
"090010108002","Block Group 2, Census Tract 108, Fairfield County, Connecticut","ACSSF","ct","150","00","0001478",,,,,"09","001",,,"010800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010108002","Block Group 2",,,,235375,,,,693,50,643,555,410,220,78,30,562,544,18,943,895,818,4,0,61,0,0,12,48,34,0,0,0,0,2,12
"090010108003","Block Group 3, Census Tract 108, Fairfield County, Connecticut","ACSSF","ct","150","00","0001479",,,,,"09","001",,,"010800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010108003","Block Group 3",,,,228125,,,,891,13,878,819,725,386,70,11,761,736,25,1356,1286,1139,16,0,105,0,16,10,70,55,0,0,0,0,0,15
"090010109001","Block Group 1, Census Tract 109, Fairfield County, Connecticut","ACSSF","ct","150","00","0001480",,,,,"09","001",,,"010900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010109001","Block Group 1",,,,174750,,,,847,27,820,787,740,479,147,37,637,536,101,1332,1241,1144,25,0,49,0,0,23,91,91,0,0,0,0,0,0
"090010109002","Block Group 2, Census Tract 109, Fairfield County, Connecticut","ACSSF","ct","150","00","0001481",,,,,"09","001",,,"010900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010109002","Block Group 2",,,,120795,,,,1017,43,974,784,616,328,75,46,863,792,71,1669,1471,915,143,27,317,0,7,62,198,115,41,0,0,0,27,15
"090010109003","Block Group 3, Census Tract 109, Fairfield County, Connecticut","ACSSF","ct","150","00","0001482",,,,,"09","001",,,"010900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010109003","Block Group 3",,,,250001,,,,765,23,742,742,653,312,93,45,526,526,0,1241,1149,525,0,0,579,0,0,45,92,43,0,0,0,0,0,49
"090010109004","Block Group 4, Census Tract 109, Fairfield County, Connecticut","ACSSF","ct","150","00","0001483",,,,,"09","001",,,"010900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010109004","Block Group 4",,,,250001,,,,749,8,741,702,606,211,52,38,504,443,61,1075,797,475,10,0,288,0,0,24,278,32,0,0,0,0,0,246
"090010110001","Block Group 1, Census Tract 110, Fairfield County, Connecticut","ACSSF","ct","150","00","0001484",,,,,"09","001",,,"011000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010110001","Block Group 1",,,,226000,,,,1254,41,1213,1094,1013,567,110,6,991,991,0,2085,1900,1553,0,0,337,0,0,10,185,42,23,0,0,0,65,55
"090010110002","Block Group 2, Census Tract 110, Fairfield County, Connecticut","ACSSF","ct","150","00","0001485",,,,,"09","001",,,"011000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010110002","Block Group 2",,,,224786,,,,714,15,699,669,603,394,112,51,450,450,0,1357,1200,1061,13,0,48,0,14,64,157,135,0,0,0,0,0,22
"090010110003","Block Group 3, Census Tract 110, Fairfield County, Connecticut","ACSSF","ct","150","00","0001486",,,,,"09","001",,,"011000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010110003","Block Group 3",,,,203611,,,,531,0,531,467,419,210,61,29,383,376,7,861,826,720,0,0,23,0,29,54,35,0,0,0,0,0,0,35
"090010110004","Block Group 4, Census Tract 110, Fairfield County, Connecticut","ACSSF","ct","150","00","0001487",,,,,"09","001",,,"011000","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010110004","Block Group 4",,,,250001,,,,430,0,430,430,430,256,45,24,197,197,0,638,559,424,0,0,16,0,0,119,79,79,0,0,0,0,0,0
"090010110005","Block Group 5, Census Tract 110, Fairfield County, Connecticut","ACSSF","ct","150","00","0001488",,,,,"09","001",,,"011000","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010110005","Block Group 5",,,,250001,,,,411,0,411,372,321,179,94,17,236,236,0,656,621,621,0,0,0,0,0,0,35,35,0,0,0,0,0,0
"090010111001","Block Group 1, Census Tract 111, Fairfield County, Connecticut","ACSSF","ct","150","00","0001489",,,,,"09","001",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010111001","Block Group 1",,,,250001,,,,1333,5,1328,1261,1142,497,193,86,885,807,78,2310,1848,1398,9,0,293,0,7,141,462,444,0,0,0,0,0,18
"090010111002","Block Group 2, Census Tract 111, Fairfield County, Connecticut","ACSSF","ct","150","00","0001490",,,,,"09","001",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010111002","Block Group 2",,,,250001,,,,987,69,918,918,838,456,80,15,715,686,29,1527,1441,1355,0,0,22,0,0,64,86,86,0,0,0,0,0,0
"090010111003","Block Group 3, Census Tract 111, Fairfield County, Connecticut","ACSSF","ct","150","00","0001491",,,,,"09","001",,,"011100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010111003","Block Group 3",,,,250001,,,,754,12,742,719,703,452,207,43,423,423,0,1311,1205,1133,0,13,11,0,0,48,106,106,0,0,0,0,0,0
"090010112001","Block Group 1, Census Tract 112, Fairfield County, Connecticut","ACSSF","ct","150","00","0001492",,,,,"09","001",,,"011200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010112001","Block Group 1",,,,250001,,,,720,28,692,619,565,271,79,17,505,487,18,1004,849,788,6,0,41,0,5,9,155,42,0,0,0,0,113,0
"090010112002","Block Group 2, Census Tract 112, Fairfield County, Connecticut","ACSSF","ct","150","00","0001493",,,,,"09","001",,,"011200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010112002","Block Group 2",,,,250001,,,,479,0,479,464,402,160,46,16,327,300,27,853,694,558,0,0,39,0,0,97,159,57,0,0,0,0,9,93
"090010113001","Block Group 1, Census Tract 113, Fairfield County, Connecticut","ACSSF","ct","150","00","0001494",,,,,"09","001",,,"011300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010113001","Block Group 1",,,,118214,,,,1229,123,1106,832,622,268,92,27,1108,1002,106,1689,885,725,53,10,58,0,0,39,804,224,0,0,0,0,376,204
"090010113002","Block Group 2, Census Tract 113, Fairfield County, Connecticut","ACSSF","ct","150","00","0001495",,,,,"09","001",,,"011300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010113002","Block Group 2",,,,95326,,,,823,99,724,490,337,97,10,0,758,701,57,1221,510,396,0,0,75,0,0,39,711,585,14,0,0,0,53,59
"090010201011","Block Group 1, Census Tract 201.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001496",,,,,"09","001",,,"020101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010201011","Block Group 1",,,,78903,,,,2109,202,1907,1617,1460,657,135,87,1540,1388,152,2588,2266,1282,337,0,612,0,0,35,322,176,20,0,0,0,105,21
"090010201021","Block Group 1, Census Tract 201.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001497",,,,,"09","001",,,"020102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010201021","Block Group 1",,,,21962,,,,1323,340,983,667,517,286,31,22,505,505,0,1606,1122,474,523,14,53,0,0,58,484,313,0,18,0,0,85,68
"090010201022","Block Group 2, Census Tract 201.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001498",,,,,"09","001",,,"020102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010201022","Block Group 2",,,,90450,,,,462,72,390,298,191,85,13,13,477,477,0,633,485,231,215,0,39,0,0,0,148,88,0,0,0,0,60,0
"090010201023","Block Group 3, Census Tract 201.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001499",,,,,"09","001",,,"020102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010201023","Block Group 3",,,,150354,,,,990,29,961,938,864,546,224,55,977,977,0,1321,1201,744,111,16,250,0,0,80,120,102,0,0,0,0,0,18
"090010202001","Block Group 1, Census Tract 202, Fairfield County, Connecticut","ACSSF","ct","150","00","0001500",,,,,"09","001",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010202001","Block Group 1",,,,250001,,,,746,10,736,663,566,241,36,0,605,594,11,1071,958,901,22,0,22,0,0,13,113,113,0,0,0,0,0,0
"090010202002","Block Group 2, Census Tract 202, Fairfield County, Connecticut","ACSSF","ct","150","00","0001501",,,,,"09","001",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010202002","Block Group 2",,,,238750,,,,2361,10,2351,2200,1794,979,378,67,1657,1628,29,2976,2820,2353,109,0,266,0,0,92,156,101,55,0,0,0,0,0
"090010203011","Block Group 1, Census Tract 203.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001502",,,,,"09","001",,,"020301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010203011","Block Group 1",,,,171361,,,,933,27,906,863,734,516,203,93,727,727,0,1219,1042,906,45,0,17,0,0,74,177,0,0,0,0,0,0,177
"090010203012","Block Group 2, Census Tract 203.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001503",,,,,"09","001",,,"020301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010203012","Block Group 2",,,,220329,,,,1524,34,1490,1326,1020,508,211,108,1038,994,44,2166,1901,1581,19,0,134,0,0,167,265,129,0,0,0,0,28,108
"090010203021","Block Group 1, Census Tract 203.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001504",,,,,"09","001",,,"020302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010203021","Block Group 1",,,,250001,,,,1158,114,1044,1010,815,361,151,44,928,915,13,1843,1587,1286,222,0,52,0,0,27,256,256,0,0,0,0,0,0
"090010203022","Block Group 2, Census Tract 203.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001505",,,,,"09","001",,,"020302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010203022","Block Group 2",,,,213309,,,,1497,82,1415,1309,1044,609,263,56,1125,1009,116,2123,2023,1833,28,0,144,0,0,18,100,58,0,0,0,0,42,0
"090010204001","Block Group 1, Census Tract 204, Fairfield County, Connecticut","ACSSF","ct","150","00","0001506",,,,,"09","001",,,"020400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010204001","Block Group 1",,,,186250,,,,936,64,872,732,564,265,86,0,764,653,111,1385,1244,1118,0,0,96,0,0,30,141,96,0,0,0,0,0,45
"090010204002","Block Group 2, Census Tract 204, Fairfield County, Connecticut","ACSSF","ct","150","00","0001507",,,,,"09","001",,,"020400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010204002","Block Group 2",,,,158341,,,,1642,71,1571,1307,1091,627,248,53,1091,1015,76,2160,1929,1602,50,0,277,0,0,0,231,139,0,0,0,0,27,65
"090010205001","Block Group 1, Census Tract 205, Fairfield County, Connecticut","ACSSF","ct","150","00","0001508",,,,,"09","001",,,"020500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010205001","Block Group 1",,,,124583,,,,1077,216,861,778,622,358,28,7,699,567,132,1435,1247,967,14,0,257,0,0,9,188,67,0,0,0,0,6,115
"090010205002","Block Group 2, Census Tract 205, Fairfield County, Connecticut","ACSSF","ct","150","00","0001509",,,,,"09","001",,,"020500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010205002","Block Group 2",,,,232564,,,,849,28,821,722,604,219,105,34,694,631,63,1321,1308,1164,0,0,43,0,0,101,13,13,0,0,0,0,0,0
"090010205003","Block Group 3, Census Tract 205, Fairfield County, Connecticut","ACSSF","ct","150","00","0001510",,,,,"09","001",,,"020500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010205003","Block Group 3",,,,182604,,,,1644,46,1598,1370,1138,585,204,8,1044,1024,20,2363,2082,1875,59,0,34,28,0,86,281,137,0,0,0,0,0,144
"090010206001","Block Group 1, Census Tract 206, Fairfield County, Connecticut","ACSSF","ct","150","00","0001511",,,,,"09","001",,,"020600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010206001","Block Group 1",,,,103682,,,,1180,82,1098,950,685,404,156,17,937,915,22,1555,1267,902,71,0,143,0,12,139,288,87,0,0,0,0,54,147
"090010206002","Block Group 2, Census Tract 206, Fairfield County, Connecticut","ACSSF","ct","150","00","0001512",,,,,"09","001",,,"020600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010206002","Block Group 2",,,,162146,,,,1194,28,1166,978,743,429,144,50,744,718,26,1591,1430,1198,23,0,128,0,25,56,161,46,0,0,0,0,9,106
"090010206003","Block Group 3, Census Tract 206, Fairfield County, Connecticut","ACSSF","ct","150","00","0001513",,,,,"09","001",,,"020600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010206003","Block Group 3",,,,126023,,,,1187,84,1103,930,746,364,150,143,936,866,70,1644,1239,708,159,0,338,0,0,34,405,237,0,0,2,0,31,135
"090010207001","Block Group 1, Census Tract 207, Fairfield County, Connecticut","ACSSF","ct","150","00","0001514",,,,,"09","001",,,"020700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010207001","Block Group 1",,,,166429,,,,689,43,646,592,438,183,65,0,580,566,14,820,726,669,7,0,50,0,0,0,94,0,0,0,0,0,94,0
"090010207002","Block Group 2, Census Tract 207, Fairfield County, Connecticut","ACSSF","ct","150","00","0001515",,,,,"09","001",,,"020700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010207002","Block Group 2",,,,128575,,,,844,69,775,639,508,112,20,10,683,674,9,1319,908,712,32,68,39,0,0,57,411,216,7,0,0,0,100,88
"090010207003","Block Group 3, Census Tract 207, Fairfield County, Connecticut","ACSSF","ct","150","00","0001516",,,,,"09","001",,,"020700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010207003","Block Group 3",,,,142500,,,,314,8,306,287,237,170,88,0,156,156,0,385,353,315,0,0,38,0,0,0,32,32,0,0,0,0,0,0
"090010207004","Block Group 4, Census Tract 207, Fairfield County, Connecticut","ACSSF","ct","150","00","0001517",,,,,"09","001",,,"020700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010207004","Block Group 4",,,,110556,,,,1261,72,1189,818,556,217,58,21,856,826,30,1742,1717,1563,22,0,89,0,0,43,25,13,0,0,0,0,0,12
"090010208001","Block Group 1, Census Tract 208, Fairfield County, Connecticut","ACSSF","ct","150","00","0001518",,,,,"09","001",,,"020800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010208001","Block Group 1",,,,201071,,,,526,29,497,424,345,203,30,0,427,404,23,760,698,624,7,0,29,0,0,38,62,0,0,8,0,0,0,54
"090010208002","Block Group 2, Census Tract 208, Fairfield County, Connecticut","ACSSF","ct","150","00","0001519",,,,,"09","001",,,"020800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010208002","Block Group 2",,,,175625,,,,586,16,570,490,325,206,64,25,471,463,8,756,653,596,0,0,57,0,0,0,103,0,0,0,0,0,0,103
"090010208003","Block Group 3, Census Tract 208, Fairfield County, Connecticut","ACSSF","ct","150","00","0001520",,,,,"09","001",,,"020800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010208003","Block Group 3",,,,197292,,,,869,19,850,649,455,222,8,0,732,714,18,1235,1098,923,11,0,118,0,22,24,137,131,0,0,0,0,6,0
